copy,copy,copy,,,,,Link,Pipette,Model,Result,Reasons,Warnings,Scale,Robot,test_version,Min CV,Min %D,Avg. Min Water Remaining (uL),tips,Asp sample Range (uL),Disp sample Range (uL),Max CV,Max %D,Avg. Max Water Remaining,tips,Asp sample Range (uL),Disp sample Range (uL),Avg Stem Temp (C),Avg Stem Hum (%),Avg Air Temp (C),Avg Air Hum (%),Mid1 CV,Mid1 %D,Avg. Mid1 Water Remaining (uL),tips,Mid2 CV,Mid2 %D,Avg. Mid1 Water Remaining (uL),tips,measure-init-blank-ul-channel_1-trial-1-grams-average,test_time_utc,pipette_mount,test_operator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.9,measure-aspirate-1.0-ul-channel_1-trial-9-humidity-air,4.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-9-grams-cv,3073,0.00E+00,measure,aspirate,50,ul,channel_1,trial,9,grams,cv,,,,,,,,,,,,,,,,
1924.9,measure-aspirate-1.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-9-grams-min,3073.1,1.65E+01,measure,aspirate,50,ul,channel_1,trial,9,grams,min,,,,,,,,,,,,,,,,
1925,measure-aspirate-1.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-9-grams-max,3073.2,16.45593,measure,aspirate,50,ul,channel_1,trial,9,grams,max,,,,,,,,,,,,,,,,
1925.1,measure-aspirate-1.0-ul-channel_1-trial-9-grams-average,16.50749256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-9-samples-start-time,3073.2,1782850970,measure,aspirate,50,ul,channel_1,trial,9,samples,start,time,,,,,,,,,,,,,,,
1925.2,measure-aspirate-1.0-ul-channel_1-trial-9-grams-cv,6.94E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-9-samples-duration,3073.3,9.828633547,measure,aspirate,50,ul,channel_1,trial,9,samples,duration,,,,,,,,,,,,,,,,
1925.2,measure-aspirate-1.0-ul-channel_1-trial-9-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-9-samples-count,3073.4,50,measure,aspirate,50,ul,channel_1,trial,9,samples,count,,,,,,,,,,,,,,,,
1925.3,measure-aspirate-1.0-ul-channel_1-trial-9-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-celsius-pipette,3099.2,27.11756897,measure,dispense,50,ul,channel_1,trial,9,celsius,pipette,,,,,,,,,,,,,,,,
1925.4,measure-aspirate-1.0-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-humidity-pipette,3099.3,3.87E+01,measure,dispense,50,ul,channel_1,trial,9,humidity,pipette,,,,,,,,,,,,,,,,
1925.4,measure-aspirate-1.0-ul-channel_1-trial-9-samples-duration,9.81332922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-celsius-air,3099.4,22.2,measure,dispense,50,ul,channel_1,trial,9,celsius,air,,,,,,,,,,,,,,,,
1925.5,measure-aspirate-1.0-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-humidity-air,3099.4,46,measure,dispense,50,ul,channel_1,trial,9,humidity,air,,,,,,,,,,,,,,,,
1950.7,measure-dispense-1.0-ul-channel_1-trial-9-celsius-pipette,2.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-pascals-air,3099.5,1.00E+03,measure,dispense,50,ul,channel_1,trial,9,pascals,air,,,,,,,,,,,,,,,,
1950.8,measure-dispense-1.0-ul-channel_1-trial-9-humidity-pipette,4.08E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-celsius-liquid,3099.6,2.50E+01,measure,dispense,50,ul,channel_1,trial,9,celsius,liquid,,,,,,,,,,,,,,,,
1950.9,measure-dispense-1.0-ul-channel_1-trial-9-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-grams-average,3099.7,16.50598764,measure,dispense,50,ul,channel_1,trial,9,grams,average,,,,,,,,,,,,,,,,
1951,measure-dispense-1.0-ul-channel_1-trial-9-humidity-air,4.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-grams-cv,3099.7,2.41E-07,measure,dispense,50,ul,channel_1,trial,9,grams,cv,,,,,,,,,,,,,,,,
1951,measure-dispense-1.0-ul-channel_1-trial-9-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-grams-min,3099.8,1.65E+01,measure,dispense,50,ul,channel_1,trial,9,grams,min,,,,,,,,,,,,,,,,
1951.1,measure-dispense-1.0-ul-channel_1-trial-9-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-grams-max,3099.9,16.505994,measure,dispense,50,ul,channel_1,trial,9,grams,max,,,,,,,,,,,,,,,,
1951.2,measure-dispense-1.0-ul-channel_1-trial-9-grams-average,16.50850344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-samples-start-time,3100,1782851002,measure,dispense,50,ul,channel_1,trial,9,samples,start,time,,,,,,,,,,,,,,,
1951.2,measure-dispense-1.0-ul-channel_1-trial-9-grams-cv,6.94E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-samples-duration,3100,4.386120081,measure,dispense,50,ul,channel_1,trial,9,samples,duration,,,,,,,,,,,,,,,,
1951.3,measure-dispense-1.0-ul-channel_1-trial-9-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-9-samples-count,3100.1,11,measure,dispense,50,ul,channel_1,trial,9,samples,count,,,,,,,,,,,,,,,,
1951.4,measure-dispense-1.0-ul-channel_1-trial-9-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-celsius-pipette,3159.7,27.13893127,measure,init,50,ul,channel_1,trial,10,celsius,pipette,,,,,,,,,,,,,,,,
1951.4,measure-dispense-1.0-ul-channel_1-trial-9-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-humidity-pipette,3159.8,3.87E+01,measure,init,50,ul,channel_1,trial,10,humidity,pipette,,,,,,,,,,,,,,,,
1951.5,measure-dispense-1.0-ul-channel_1-trial-9-samples-duration,9.812841654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-celsius-air,3159.9,22.2,measure,init,50,ul,channel_1,trial,10,celsius,air,,,,,,,,,,,,,,,,
1951.6,measure-dispense-1.0-ul-channel_1-trial-9-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-humidity-air,3159.9,45.9,measure,init,50,ul,channel_1,trial,10,humidity,air,,,,,,,,,,,,,,,,
2011.2,measure-init-1.0-ul-channel_1-trial-10-celsius-pipette,2.64E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-pascals-air,3160,1.00E+03,measure,init,50,ul,channel_1,trial,10,pascals,air,,,,,,,,,,,,,,,,
2011.2,measure-init-1.0-ul-channel_1-trial-10-humidity-pipette,4.07E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-celsius-liquid,3160.1,2.50E+01,measure,init,50,ul,channel_1,trial,10,celsius,liquid,,,,,,,,,,,,,,,,
2011.3,measure-init-1.0-ul-channel_1-trial-10-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-grams-average,3160.2,16.5059224,measure,init,50,ul,channel_1,trial,10,grams,average,,,,,,,,,,,,,,,,
2011.4,measure-init-1.0-ul-channel_1-trial-10-humidity-air,4.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-grams-cv,3160.2,9.16E-08,measure,init,50,ul,channel_1,trial,10,grams,cv,,,,,,,,,,,,,,,,
2011.4,measure-init-1.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-grams-min,3160.3,1.65E+01,measure,init,50,ul,channel_1,trial,10,grams,min,,,,,,,,,,,,,,,,
2011.5,measure-init-1.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-grams-max,3160.4,16.505924,measure,init,50,ul,channel_1,trial,10,grams,max,,,,,,,,,,,,,,,,
2011.6,measure-init-1.0-ul-channel_1-trial-10-grams-average,16.50843608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-samples-start-time,3160.5,1782851057,measure,init,50,ul,channel_1,trial,10,samples,start,time,,,,,,,,,,,,,,,
2011.6,measure-init-1.0-ul-channel_1-trial-10-grams-cv,2.12E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-samples-duration,3160.6,9.79623127,measure,init,50,ul,channel_1,trial,10,samples,duration,,,,,,,,,,,,,,,,
2011.7,measure-init-1.0-ul-channel_1-trial-10-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-init-50.0-ul-channel_1-trial-10-samples-count,3160.6,50,measure,init,50,ul,channel_1,trial,10,samples,count,,,,,,,,,,,,,,,,
2011.8,measure-init-1.0-ul-channel_1-trial-10-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-celsius-pipette,3187.4,27.18165588,measure,aspirate,50,ul,channel_1,trial,10,celsius,pipette,,,,,,,,,,,,,,,,
2011.8,measure-init-1.0-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-humidity-pipette,3187.5,3.87E+01,measure,aspirate,50,ul,channel_1,trial,10,humidity,pipette,,,,,,,,,,,,,,,,
2011.9,measure-init-1.0-ul-channel_1-trial-10-samples-duration,9.781424046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-celsius-air,3187.6,22.2,measure,aspirate,50,ul,channel_1,trial,10,celsius,air,,,,,,,,,,,,,,,,
2012,measure-init-1.0-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-humidity-air,3187.6,45.9,measure,aspirate,50,ul,channel_1,trial,10,humidity,air,,,,,,,,,,,,,,,,
2037.1,measure-aspirate-1.0-ul-channel_1-trial-10-celsius-pipette,2.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-pascals-air,3187.7,1.00E+03,measure,aspirate,50,ul,channel_1,trial,10,pascals,air,,,,,,,,,,,,,,,,
2037.2,measure-aspirate-1.0-ul-channel_1-trial-10-humidity-pipette,4.07E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-celsius-liquid,3187.8,2.50E+01,measure,aspirate,50,ul,channel_1,trial,10,celsius,liquid,,,,,,,,,,,,,,,,
2037.3,measure-aspirate-1.0-ul-channel_1-trial-10-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-grams-average,3187.9,16.45568652,measure,aspirate,50,ul,channel_1,trial,10,grams,average,,,,,,,,,,,,,,,,
2037.3,measure-aspirate-1.0-ul-channel_1-trial-10-humidity-air,4.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-grams-cv,3187.9,5.39E-08,measure,aspirate,50,ul,channel_1,trial,10,grams,cv,,,,,,,,,,,,,,,,
2037.4,measure-aspirate-1.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-grams-min,3188,1.65E+01,measure,aspirate,50,ul,channel_1,trial,10,grams,min,,,,,,,,,,,,,,,,
2037.5,measure-aspirate-1.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-grams-max,3188.1,16.455688,measure,aspirate,50,ul,channel_1,trial,10,grams,max,,,,,,,,,,,,,,,,
2037.5,measure-aspirate-1.0-ul-channel_1-trial-10-grams-average,16.5073358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-samples-start-time,3188.2,1782851085,measure,aspirate,50,ul,channel_1,trial,10,samples,start,time,,,,,,,,,,,,,,,
2037.6,measure-aspirate-1.0-ul-channel_1-trial-10-grams-cv,8.57E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-samples-duration,3188.3,9.74931407,measure,aspirate,50,ul,channel_1,trial,10,samples,duration,,,,,,,,,,,,,,,,
2037.7,measure-aspirate-1.0-ul-channel_1-trial-10-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-aspirate-50.0-ul-channel_1-trial-10-samples-count,3188.3,50,measure,aspirate,50,ul,channel_1,trial,10,samples,count,,,,,,,,,,,,,,,,
2037.8,measure-aspirate-1.0-ul-channel_1-trial-10-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-celsius-pipette,3214.2,27.20301819,measure,dispense,50,ul,channel_1,trial,10,celsius,pipette,,,,,,,,,,,,,,,,
2037.8,measure-aspirate-1.0-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-humidity-pipette,3214.3,3.86E+01,measure,dispense,50,ul,channel_1,trial,10,humidity,pipette,,,,,,,,,,,,,,,,
2037.9,measure-aspirate-1.0-ul-channel_1-trial-10-samples-duration,9.781435966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-celsius-air,3214.4,22.2,measure,dispense,50,ul,channel_1,trial,10,celsius,air,,,,,,,,,,,,,,,,
2038,measure-aspirate-1.0-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-humidity-air,3214.4,45.9,measure,dispense,50,ul,channel_1,trial,10,humidity,air,,,,,,,,,,,,,,,,
2063.5,measure-dispense-1.0-ul-channel_1-trial-10-celsius-pipette,2.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-pascals-air,3214.5,1.00E+03,measure,dispense,50,ul,channel_1,trial,10,pascals,air,,,,,,,,,,,,,,,,
2063.5,measure-dispense-1.0-ul-channel_1-trial-10-humidity-pipette,4.06E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-celsius-liquid,3214.6,2.50E+01,measure,dispense,50,ul,channel_1,trial,10,celsius,liquid,,,,,,,,,,,,,,,,
2063.6,measure-dispense-1.0-ul-channel_1-trial-10-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-grams-average,3214.7,16.50568533,measure,dispense,50,ul,channel_1,trial,10,grams,average,,,,,,,,,,,,,,,,
2063.7,measure-dispense-1.0-ul-channel_1-trial-10-humidity-air,4.63E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-grams-cv,3214.7,1.76E-07,measure,dispense,50,ul,channel_1,trial,10,grams,cv,,,,,,,,,,,,,,,,
2063.7,measure-dispense-1.0-ul-channel_1-trial-10-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-grams-min,3214.8,1.65E+01,measure,dispense,50,ul,channel_1,trial,10,grams,min,,,,,,,,,,,,,,,,
2063.8,measure-dispense-1.0-ul-channel_1-trial-10-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-grams-max,3214.9,16.50569,measure,dispense,50,ul,channel_1,trial,10,grams,max,,,,,,,,,,,,,,,,
2063.9,measure-dispense-1.0-ul-channel_1-trial-10-grams-average,16.50834764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-samples-start-time,3215,1782851117,measure,dispense,50,ul,channel_1,trial,10,samples,start,time,,,,,,,,,,,,,,,
2064,measure-dispense-1.0-ul-channel_1-trial-10-grams-cv,6.79E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-samples-duration,3215,3.778301239,measure,dispense,50,ul,channel_1,trial,10,samples,duration,,,,,,,,,,,,,,,,
2064,measure-dispense-1.0-ul-channel_1-trial-10-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measure-dispense-50.0-ul-channel_1-trial-10-samples-count,3215.1,18,measure,dispense,50,ul,channel_1,trial,10,samples,count,,,,,,,,,,,,,,,,
2064.1,measure-dispense-1.0-ul-channel_1-trial-10-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064.2,measure-dispense-1.0-ul-channel_1-trial-10-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064.2,measure-dispense-1.0-ul-channel_1-trial-10-samples-duration,9.781457424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064.3,measure-dispense-1.0-ul-channel_1-trial-10-samples-count,5.00E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.4,measure-init-50.0-ul-channel_1-trial-1-celsius-pipette,2.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.5,measure-init-50.0-ul-channel_1-trial-1-humidity-pipette,4.05E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.6,measure-init-50.0-ul-channel_1-trial-1-celsius-air,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.7,measure-init-50.0-ul-channel_1-trial-1-humidity-air,4.61E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.7,measure-init-50.0-ul-channel_1-trial-1-pascals-air,1.00E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.8,measure-init-50.0-ul-channel_1-trial-1-celsius-liquid,2.50E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.9,measure-init-50.0-ul-channel_1-trial-1-grams-average,16.50827705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129.9,measure-init-50.0-ul-channel_1-trial-1-grams-cv,1.88E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,measure-init-50.0-ul-channel_1-trial-1-grams-min,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130.1,measure-init-50.0-ul-channel_1-trial-1-grams-max,1.65E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130.1,measure-init-50.0-ul-channel_1-trial-1-samples-start-time,1.78E+09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130.2,measure-init-50.0-ul-channel_1-trial-1-samples-duration,9.781359673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130.3,measure-init-50.0-ul-channel_1-trial-1-samples-count,4.20E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
